,Gene Feature Name,Gene Common Name,MSN2 Number of Hits,MSN2 Total Sum of Scores,ROX1 Number of Hits,ROX1 Total Sum of Scores,Gene Description
S000005595,YOR069W,VPS5,1,9.2775335311889648,2,27.498880386352539,"Nexin-1 homolog; required for localizing membrane proteins from a prevacuolar/late endosomal compartment back to late Golgi; structural component of retromer membrane coat complex; forms a retromer subcomplex with Vps17p; required for recruiting the retromer complex to the endosome membranes; VPS5 has a paralog, YKR078W, that arose from the whole genome duplication"
S000005040,YNL096C,RPS7B,2,17.648177146911621,1,9.3923177719116211,"Protein component of the small (40S) ribosomal subunit; interacts with Kti11p; deletion causes hypersensitivity to zymocin; homologous to mammalian ribosomal protein S7, no bacterial homolog; RPS7B has a paralog, RPS7A, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress"
S000005593,YOR067C,ALG8,1,9.2775335311889648,1,16.521600723266602,Glucosyl transferase; involved in N-linked glycosylation; adds glucose to the dolichol-linked oligosaccharide precursor prior to transfer to protein during lipid-linked oligosaccharide biosynthesis; similar to Alg6p; human homolog ALG8 can complement yeast null mutant
S000004061,YLR071C,RGR1,3,26.018820762634277,1,13.199672698974609,"Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for glucose repression, HO repression, RME1 repression and sporulation"
S000004884,YMR271C,URA10,2,18.55506706237793,1,9.3923177719116211,"Minor orotate phosphoribosyltransferase (OPRTase) isozyme; catalyzes the fifth enzymatic step in the de novo biosynthesis of pyrimidines, converting orotate into orotidine-5'-phosphate; URA10 has a paralog, URA5, that arose from the whole genome duplication"
S000005441,YOL081W,IRA2,4,30.004173278808594,1,12.714245796203613,"GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form, required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog, IRA1, that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"
S000005443,YOL083W,ATG34,1,9.2775335311889648,1,14.29920768737793,Receptor protein involved in selective autophagy during starvation; specifically involved in the transport of cargo protein alpha-mannosidase (Ams1p); Atg19p paralog
S000005444,YOL084W,PHM7,7,62.222064971923828,1,15.843528747558594,Protein of unknown function; expression is regulated by phosphate levels; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery and vacuole; protein abundance increases in response to DNA replication stress
S000001853,YFL041W,FET5,1,9.2775335311889648,1,4.0,Multicopper oxidase; integral membrane protein with similarity to Fet3p; may have a role in iron transport
S000003875,YJR114W,,2,15.455531597137451,1,11.714245796203613,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF RSM7/YJR113C"
S000004927,YMR310C,,5,41.474352359771729,1,12.714245796203613,"Putative methyltransferase; predicted to be involved in ribosome biogenesis; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; not an essential gene; YMR310C has a paralog, YGR283C, that arose from the whole genome duplication"
S000003873,YJR112W,NNF1,1,9.2775335311889648,2,20.521600723266602,Essential component of the MIND kinetochore complex; joins kinetochore subunits contacting DNA to those contacting microtubules; required for accurate chromosome segregation; complex consists of Mtw1p Including Nnf1p-Nsl1p-Dsn1p (MIND)
S000004401,YLR409C,UTP21,2,18.55506706237793,2,21.106563568115234,Subunit of U3-containing 90S preribosome and SSU processome complexes; involved in production of 18S rRNA and assembly of small ribosomal subunit; synthetic defect with STI1 Hsp90 cochaperone; human homolog linked to glaucoma; Small Subunit processome is also known as SSU processome
S000001160,YHR118C,ORC6,1,9.2775335311889648,1,6.3219280242919922,Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; phosphorylated by Cdc28p; mutation in the human Orc6p is linked to Meier-Gorlin syndrome
S000001165,YHR123W,EPT1,2,14.548641681671143,1,19.428491592407227,"sn-1,2-diacylglycerol ethanolamine- and cholinephosphotranferase; not essential for viability; EPT1 has a paralog, CPT1, that arose from the whole genome duplication"
S000001580,YKL097C,,1,9.2775335311889648,1,9.1292829513549805,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species"
S000002129,YAR002C-A,ERP1,1,9.2775335311889648,1,14.784634590148926,"Member of the p24 family involved in ER to Golgi transport; role in misfolded protein quality control; forms heterotrimeric complex with Erp2p, Emp24p, and Erv25p; localized to COPII-coated vesicles; ERP1 has a paralog, ERP6, that arose from the whole genome duplication"
S000002127,YER019C-A,SBH2,5,42.381242275238037,1,6.8073549270629883,"Ssh1p-Sss1p-Sbh2p complex component; involved in protein translocation into the endoplasmic reticulum; SBH2 has a paralog, SBH1, that arose from the whole genome duplication"
S000001611,YKL128C,PMU1,1,9.2775335311889648,1,11.199672698974609,Putative phosphomutase; contains a region homologous to the active site of phosphomutases; overexpression suppresses the histidine auxotrophy of an ade3 ade16 ade17 triple mutant and the temperature sensitivity of a tps2 mutant
S000001610,YKL127W,PGM1,4,36.203244209289551,1,12.936637878417969,"Phosphoglucomutase, minor isoform; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate, which is a key step in hexose metabolism; PGM1 has a paralog, PGM2, that arose from the whole genome duplication"
S000001346,YIL084C,SDS3,1,9.2775335311889648,1,15.621135711669922,"Component of the Rpd3L histone deacetylase complex; required for its structural integrity and catalytic activity, involved in transcriptional silencing and required for sporulation; relocalizes to the cytosol in response to hypoxia; cells defective in SDS3 display pleiotropic phenotypes"
S000001619,YKL136W,,1,6.1779980659484863,1,10.614709854125977,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF APL2/YKL135C"
S000001349,YIL087C,AIM19,3,27.832600593566895,1,9.1699247360229492,Protein of unknown function; mitochondrial protein that physically interacts with Tim23p; null mutant displays reduced respiratory growth
S000001348,YIL086C,,2,18.55506706237793,1,9.1699247360229492,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000001299,YIL037C,PRM2,3,23.826175212860107,1,14.521600723266602,Pheromone-regulated protein; predicted to have 4 transmembrane segments and a coiled coil domain; regulated by Ste12p; required for efficient nuclear fusion
S000001292,YIL030C,SSM4,3,26.925710678100586,1,12.199672698974609,"Membrane-embedded ubiquitin-protein ligase; ER and inner nuclear membrane localized RING-CH domain E3 ligase involved in ER-associated protein degradation (ERAD); targets misfolded cytosolic/nucleoplasmic domains of soluble and membrane embedded proteins (ERAD-C) and a transmembrane domain containing substrate (ERAD-M), Sbh2p; C-terminal element (CTE), conserved in human ortholog MARCH10/TEB4, determines substrate selectivity"
S000028635,YGL188C-A,,3,22.919285297393799,1,8.8073549270629883,Putative protein of unknown function
S000005138,YNL194C,,6,53.851421356201172,1,9.3923177719116211,"Integral membrane protein; required for sporulation and plasma membrane sphingolipid content; similar to SUR7; GFP-fusion protein is induced in response to the DNA-damaging agent MMS; GFP-fusion protein is more abundant at MCCs (membrane compartment occupied by Can1) in the presence of glycerol and oleate; YNL194C has a paralog, FMP45, that arose from the whole genome duplication"
S000005136,YNL192W,CHS1,5,35.275281429290771,1,13.521600723266602,Chitin synthase I; requires activation from zymogenic form in order to catalyze the transfer of N-acetylglucosamine (GlcNAc) to chitin; required for repairing the chitin septum during cytokinesis; transcription activated by mating factor
S000006240,YPR036W,VMA13,2,17.648177146911621,1,17.106563568115234,Subunit H of the V1 peripheral membrane domain of V-ATPase; part of the electrogenic proton pump found throughout the endomembrane system; serves as an activator or a structural stabilizer of the V-ATPase; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits
S000006247,YPR043W,RPL43A,2,18.55506706237793,1,11.714245796203613,"Ribosomal 60S subunit protein L43A; null mutation confers a dominant lethal phenotype; homologous to mammalian ribosomal protein L37A, no bacterial homolog; RPL43A has a paralog, RPL43B, that arose from the whole genome duplication"
S000005916,YOR389W,,2,15.455531597137451,1,12.714245796203613,Putative protein of unknown function; expression regulated by copper levels
S000002237,YDL079C,MRK1,9,70.571635723114014,1,15.784634590148926,"Glycogen synthase kinase 3 (GSK-3) homolog; one of four GSK-3 homologs in S. cerevisiae that function to activate Msn2p-dependent transcription of stress responsive genes and that function in protein degradation; MRK1 has a paralog, RIM11, that arose from the whole genome duplication"
S000005915,YOR388C,FDH1,1,9.2775335311889648,1,12.714245796203613,NAD(+)-dependent formate dehydrogenase; may protect cells from exogenous formate
S000002584,YDR177W,UBC1,2,15.455531597137451,2,26.176952362060547,Ubiquitin-conjugating enzyme; key E2 partner with Ubc4p for the anaphase-promoting complex (APC); mediates selective degradation of short-lived and abnormal proteins; plays a role in vesicle biogenesis and ER-associated protein degradation (ERAD); component of the cellular stress response; protein abundance increases in response to DNA replication stress key E2 partner with Ubc4p for the anaphase-promoting complex (APC)
S000005918,YOR391C,HSP33,5,45.480777740478516,1,12.714245796203613,"Possible chaperone and cysteine protease; required for transcriptional reprogramming during the diauxic shift and for survival in stationary phase; similar to E. coli Hsp31 and S. cerevisiae Hsp31p, Hsp32p, and Sno4p; member of the DJ-1/ThiJ/PfpI superfamily, which includes human DJ-1 involved in Parkinson's disease and cancer"
S000005919,YOR392W,,2,17.648177146911621,1,18.428491592407227,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; gene expression induced by heat"
S000002580,YDR173C,ARG82,3,22.919285297393799,1,11.199672698974609,"Inositol polyphosphate multikinase (IPMK); sequentially phosphorylates Ins(1,4,5)P3 to form Ins(1,3,4,5,6)P5; also has diphosphoinositol polyphosphate synthase activity; regulates arginine-, phosphate-, and nitrogen-responsive genes"
S000001905,YFR009W,GCN20,2,14.548641681671143,1,12.199672698974609,Positive regulator of the Gcn2p kinase activity; forms a complex with Gcn1p; proposed to stimulate Gcn2p activation by an uncharged tRNA
S000001904,YFR008W,FAR7,1,9.2775335311889648,1,7.8073549270629883,"Protein involved in recovery from pheromone-induced cell cycle arrest; acts in a Far1p-independent pathway; interacts with Far3p, Far8p, Far9p, Far10p, and Far11p; protein abundance increases in response to DNA replication stress"
S000001907,YFR011C,MIC19,3,22.919285297393799,2,27.498880386352539,"Component of the MICOS complex; MICOS (formerly MINOS or MitOS) is a mitochondrial inner membrane complex that extends into the intermembrane space and has a role in the maintenance of crista junctions, inner membrane architecture, and formation of contact sites to the outer membrane; Mic19p is peripheral to the inner membrane and may connect Mic60p with the Mic10p-Mic12p-Mic27p subcomplex; both yeast and human Mic19p become oxidized, and oxidation may regulate MICOS"
